Batch#,STPP_Dosing Time,STPP_QTY,SODAL 1_Dosing Time,SODAL 1_QTY,LABSA_Dosing Time,LABSA_QTY,Mixing-1,Colour_Dosing Time,Colour_QTY,Mixing-2,Frisis + Feldspar_Dosing Time,Frisis + Feldspar_QTY,Mixing-3,HA 20_Dosing Time,HA 20_QTY,Mixing-4,SODAL 2_Dosing Time,SODAL 2_QTY,Mixing-5,Phosphoric Acid_Dosing Time,Phosphoric Acid_QTY,Mixing-6,Sodium Silicate_Dosing Time,Sodium Silicate_QTY,Mixing-7,Perfume_Dosing Time,Perfume_QTY,Mixing-8,Total Mixing Time,IDLE Time before PV,Median_BatchPV
Batch-856,28,170,169,720,107,460,234,58,14,8,37,340,177,29,79,128,221,652,121,785,243,334,17,68,33,55,2,28,1063,1374,23
Batch-857,39,170,191,720,95,465,288,123,15,54,33,336,181,25,80,145,116,660,158,841,247,325,20,63,30,55,2,29,1148,3275,30
Batch-858,30,170,146,719,95,467,249,48,16,45,27,340,154,27,80,148,159,653,121,831,250,302,26,62,31,20,2,28,1078,845,25
Batch-859,19,170,169,719,108,469,287,83,14,14,35,340,176,26,79,120,170,646,175,842,248,324,22,68,30,31,2,31,1148,2535,30
Batch-860,24,170,175,719,98,462,281,89,16,22,32,336,156,27,79,158,190,662,141,796,253,294,16,65,27,14,2,29,1108,2163,28
Batch-861,20,170,108,720,118,461,290,108,14,44,40,344,173,26,80,134,185,640,157,843,258,299,23,67,31,25,2,31,1148,2823,30
Batch-862,22,170,159,721,131,468,246,71,15,4,31,343,181,27,79,136,101,641,177,798,265,295,17,63,32,2,2,29,1100,4875,32
Batch-863,36,170,148,721,86,464,234,7,14,57,31,340,153,26,79,162,107,640,152,858,247,327,22,67,33,27,2,28,1146,3234,29
Batch-864,21,170,170,719,100,470,262,44,15,34,40,344,156,27,79,130,161,643,165,791,256,318,24,60,31,21,2,30,1126,958,27
Batch-865,24,170,163,720,115,467,260,86,16,33,34,337,156,29,81,161,199,652,179,761,244,308,25,62,30,9,2,30,1148,4002,30
Batch-866,18,170,195,719,122,469,259,99,14,60,37,337,165,27,81,140,151,641,131,777,251,305,20,60,30,46,2,31,1121,3635,29
Batch-867,19,170,147,721,107,463,290,18,16,27,37,342,166,27,80,134,203,653,145,815,243,327,26,63,28,46,2,28,1145,1488,28
Batch-868,18,170,133,720,84,467,258,78,16,43,38,338,180,26,79,150,182,655,140,810,244,322,23,70,32,35,2,30,1148,3978,30
Batch-869,19,170,173,721,96,466,252,76,14,5,40,338,170,26,79,126,149,653,159,830,261,332,15,61,30,4,2,31,1105,1383,28
Batch-870,16,170,175,719,80,465,244,63,14,43,36,337,162,28,81,131,103,664,147,791,245,297,19,63,32,12,2,31,1087,4564,30
Batch-871,31,170,172,719,85,470,239,93,14,25,34,341,160,29,80,126,161,650,132,765,256,302,17,64,31,7,2,28,1043,5643,30
Batch-872,34,170,191,719,104,468,240,39,16,36,38,344,162,27,81,151,222,651,129,767,251,326,22,64,33,43,2,30,1107,4463,29
Batch-873,31,170,161,720,79,468,254,51,15,22,31,335,178,25,80,161,114,663,162,764,252,314,20,66,29,61,2,29,1148,3471,30
Batch-874,33,170,176,719,89,462,290,113,14,57,41,342,154,27,80,156,138,649,170,850,261,332,22,68,29,44,2,30,1148,4653,32
Batch-875,35,170,196,720,84,464,299,63,16,17,33,342,161,25,79,140,139,658,140,804,265,301,26,70,28,39,2,28,1114,3001,29
Batch-876,23,170,189,719,97,461,300,76,16,60,26,344,175,28,81,143,212,660,181,843,252,318,21,66,30,42,2,31,1148,5379,33
Batch-877,26,170,149,720,87,460,279,41,15,26,32,342,163,28,79,156,122,645,171,848,246,318,20,63,33,6,2,31,1148,3534,30
Batch-878,15,170,171,720,134,466,275,63,16,61,29,338,181,26,81,140,178,638,154,839,248,329,18,62,29,45,2,31,1148,5029,32
Batch-879,17,170,138,721,114,462,272,36,16,37,37,343,160,27,79,154,101,643,162,848,263,303,20,68,30,20,2,31,1148,993,28
Batch-880,29,170,155,721,96,463,265,25,14,46,26,344,167,29,81,121,166,659,133,830,248,302,25,61,33,32,2,30,1097,1591,27
Batch-881,28,170,166,721,93,462,238,66,15,24,31,344,161,29,79,134,118,656,138,814,256,296,19,62,32,33,2,30,1053,5682,31
Batch-882,33,170,108,719,109,466,237,114,16,52,41,345,167,29,79,132,205,664,126,841,252,319,20,60,27,60,2,31,1091,4392,30
Batch-883,16,170,110,721,128,466,273,33,14,46,37,336,156,28,79,131,117,653,149,818,263,314,20,70,32,11,2,28,1129,1694,28
Batch-884,31,170,200,720,98,461,235,63,15,27,39,336,160,25,79,127,133,657,158,760,257,314,24,69,27,35,2,29,1077,4891,30
Batch-885,21,170,172,719,127,470,256,47,16,43,35,345,160,26,80,133,203,661,155,811,264,296,23,70,32,32,2,28,1103,970,27
Batch-886,17,170,171,720,89,465,277,122,14,13,29,340,171,26,81,157,133,655,174,758,260,323,19,61,30,11,2,30,1148,4661,31
Batch-887,27,170,161,719,124,460,262,94,14,11,34,337,179,28,79,145,205,663,151,805,255,293,20,60,28,32,2,28,1097,5711,32
Batch-888,27,170,156,719,112,461,266,103,14,35,34,341,160,28,80,147,216,659,132,839,255,314,16,68,33,8,2,30,1117,5332,31
Batch-889,32,170,134,720,87,464,243,69,14,26,38,339,172,29,79,150,174,644,164,842,243,320,22,64,27,43,2,30,1132,3438,30
Batch-890,21,170,184,719,129,470,286,12,14,38,30,340,154,25,80,151,192,657,131,764,250,323,18,64,28,39,2,31,1142,2885,28
Batch-891,18,170,123,719,79,464,261,81,16,46,34,342,177,25,79,137,221,640,164,803,247,333,23,70,28,8,2,28,1148,5415,32
Batch-892,26,170,116,720,111,467,291,117,16,9,36,336,157,26,79,158,153,662,160,799,261,330,22,68,28,8,2,28,1148,908,28
Batch-893,32,170,182,720,134,468,291,41,16,25,27,338,159,27,79,164,175,643,148,807,246,305,20,60,31,61,2,30,1148,1769,28
Batch-894,34,170,141,720,92,460,252,121,15,18,29,342,166,28,80,157,197,651,147,779,263,301,16,65,27,50,2,30,1098,2534,28
Batch-895,22,170,195,720,123,461,251,123,16,60,37,340,166,26,79,131,163,654,150,767,253,310,18,65,29,64,2,31,1128,5071,31
Batch-896,30,170,106,720,124,470,253,38,16,51,40,339,169,27,79,123,195,656,136,791,243,333,15,67,29,60,2,29,1123,2142,28
Batch-897,28,170,124,721,93,467,265,63,16,11,31,344,179,27,80,142,162,635,167,838,258,332,17,64,27,39,2,29,1148,1721,29
Batch-898,16,170,106,719,116,466,248,105,14,44,26,344,178,26,81,136,191,637,127,840,255,334,16,60,29,7,2,30,1126,1203,27
Batch-899,23,170,118,720,83,466,300,19,14,49,31,345,168,26,80,148,159,646,130,805,251,333,15,67,30,28,2,31,1148,2734,29
Batch-900,37,170,193,719,91,465,276,109,16,37,40,339,172,27,79,155,104,663,165,856,247,301,16,66,29,11,2,29,1148,1114,28
Batch-901,24,170,124,720,78,464,260,87,15,46,29,339,155,29,81,143,112,654,151,796,250,301,22,63,30,36,2,31,1117,5414,31
Batch-902,34,170,108,721,99,465,244,60,16,50,36,335,179,26,80,148,213,644,121,762,243,323,22,60,27,27,2,28,1120,1552,27
Batch-903,18,170,109,719,131,470,245,90,16,26,36,339,168,27,80,137,118,646,146,782,244,300,15,67,27,64,2,31,1080,3478,29
Batch-904,33,170,107,720,76,467,240,8,16,12,28,341,174,25,81,150,113,645,177,847,254,307,20,61,30,50,2,29,1119,811,28
Batch-905,34,170,158,719,118,461,248,124,16,45,27,344,154,27,81,133,222,642,129,856,251,307,22,64,32,51,2,29,1077,4921,30
Batch-906,17,170,162,719,111,461,278,106,14,26,28,345,162,25,81,124,212,652,136,833,265,333,22,69,32,35,2,31,1122,5575,32
Batch-907,31,170,140,721,104,464,237,93,15,58,36,337,154,27,79,142,133,658,173,839,249,297,17,63,33,29,2,30,1124,4992,31
Batch-908,27,170,156,721,132,461,236,34,16,53,28,338,171,28,80,129,118,637,131,784,250,324,25,68,33,50,2,29,1106,4837,30
Batch-909,16,170,104,719,98,463,240,120,16,14,28,342,174,27,81,150,138,664,132,794,261,305,23,68,32,44,2,29,1076,3683,29
Batch-910,19,170,167,721,80,463,284,61,16,54,26,342,172,29,80,160,117,654,150,797,249,307,21,62,30,42,2,28,1148,1911,28
Batch-911,32,170,156,721,121,469,242,73,16,29,38,335,158,27,80,126,134,647,176,837,251,310,20,60,29,10,2,28,1098,4499,31
Batch-912,26,170,164,720,97,468,244,60,16,54,34,343,170,29,80,164,135,637,123,768,256,329,18,70,30,54,2,29,1143,3749,29
Batch-913,22,170,104,720,128,469,269,83,15,33,34,344,153,28,80,145,123,660,170,807,245,309,18,62,30,49,2,31,1140,5769,32
Batch-914,17,170,158,720,96,462,277,79,14,50,35,345,159,25,81,130,210,640,141,759,259,297,25,68,27,34,2,29,1110,3492,29
Batch-915,32,170,129,719,105,469,264,85,15,4,39,339,157,28,81,133,108,663,177,786,260,320,25,60,32,42,2,30,1117,2332,29
Batch-916,36,170,127,721,103,466,266,62,14,12,31,338,180,27,80,157,133,639,127,823,263,294,23,67,27,50,2,28,1091,1863,28
Batch-917,35,170,106,719,123,467,269,70,16,10,34,339,176,28,80,130,104,641,162,817,263,296,22,68,29,33,2,31,1103,2508,29
Batch-918,29,170,198,720,129,467,283,4,16,36,28,341,172,26,79,152,214,654,137,780,243,335,25,61,32,63,2,28,1148,5876,32
Batch-919,25,170,119,719,81,460,278,97,16,21,35,343,153,29,80,121,159,664,123,772,248,300,21,61,31,2,2,28,1055,3525,28
Batch-920,20,170,171,719,128,470,246,77,16,49,39,338,177,26,80,157,199,636,176,791,251,309,19,68,29,49,2,29,1148,696,27
Batch-921,24,170,126,720,105,460,284,110,14,50,31,340,154,26,79,134,108,652,155,758,257,320,15,62,28,34,2,30,1148,1713,28
Batch-922,27,170,151,720,128,461,278,124,14,39,35,340,173,27,80,135,200,652,165,803,264,311,17,65,32,17,2,29,1148,5672,33
Batch-923,20,170,179,720,136,464,263,62,14,11,36,340,157,29,79,137,134,646,129,771,259,303,18,67,27,43,2,30,1057,3538,29
Batch-924,32,170,163,719,102,462,294,79,15,52,33,338,170,27,81,150,134,664,127,760,248,322,21,68,30,49,2,31,1148,4493,30
Batch-925,36,170,156,719,127,463,236,41,16,57,35,338,181,26,80,157,126,657,140,855,262,313,24,70,29,24,2,29,1142,1375,28
Batch-926,29,170,119,720,83,461,252,102,14,16,28,344,176,28,79,146,160,655,131,777,249,300,25,65,30,30,2,29,1080,659,22
Batch-927,22,170,146,720,132,465,267,15,14,32,33,343,173,28,79,128,178,636,125,766,246,318,26,68,33,11,2,29,1105,609,25
Batch-928,20,170,133,719,130,468,280,42,15,49,38,344,168,29,79,163,203,660,129,767,250,303,20,70,33,24,2,28,1148,1402,27
Batch-929,27,170,179,720,93,463,236,26,14,4,31,339,167,28,81,154,111,637,154,854,247,316,18,60,30,46,2,30,1091,2859,29
Batch-930,20,170,140,719,130,462,291,116,16,25,36,342,156,27,80,163,168,646,145,797,257,314,19,66,30,26,2,30,1148,2664,29
Batch-931,39,170,154,720,114,462,284,69,14,23,41,336,168,27,81,163,114,648,129,769,261,337,25,66,33,9,2,29,1148,2519,29
Batch-932,37,170,160,720,129,466,246,9,16,32,38,341,173,29,79,154,203,643,131,822,245,333,25,61,29,36,2,31,1129,2678,28
Batch-933,25,170,137,720,126,460,286,17,14,36,33,335,154,25,81,139,194,639,156,775,243,306,15,65,27,60,2,31,1135,4338,30
Batch-934,17,170,133,720,107,467,258,15,15,29,27,339,174,26,80,163,101,654,139,800,252,308,25,63,27,36,2,29,1127,3203,29
Batch-935,21,170,108,719,123,469,243,121,16,55,39,337,175,25,81,136,174,664,166,784,255,328,25,63,32,61,2,29,1148,5487,32
Batch-936,27,170,184,721,109,461,254,8,16,42,32,343,155,27,79,147,105,660,169,796,262,336,23,64,32,24,2,30,1148,1719,28
Batch-937,30,170,160,721,95,464,284,68,16,60,40,341,153,27,80,146,212,636,150,851,255,311,15,68,32,27,2,28,1148,1754,28
Batch-938,17,170,154,720,97,465,297,95,15,24,35,344,167,29,80,138,114,662,148,847,265,318,17,62,33,29,2,29,1148,707,28
Batch-939,35,170,137,719,85,460,236,82,15,15,39,344,174,25,80,154,221,657,142,857,246,312,16,66,33,3,2,28,1094,918,27
Batch-940,31,170,168,721,111,466,265,112,15,25,33,338,153,27,81,140,106,637,160,851,257,311,26,68,31,17,2,28,1113,4167,30
Batch-941,34,170,122,721,100,466,241,44,16,21,27,340,162,29,80,122,162,651,128,847,253,323,21,64,31,63,2,28,1056,2049,27
Batch-942,22,170,169,720,91,465,297,119,15,52,36,340,179,28,79,148,137,650,152,845,253,334,16,68,27,54,2,28,1148,2514,30
Batch-943,15,170,153,719,113,467,280,69,16,30,32,335,168,26,81,136,137,645,169,838,255,326,15,63,32,44,2,30,1148,2159,29
Batch-944,18,170,187,721,132,464,297,37,14,9,38,338,157,27,79,160,197,643,179,820,262,306,17,70,28,3,2,30,1148,3804,31
Batch-945,16,170,149,719,129,461,280,38,14,11,30,344,167,26,81,135,165,650,124,823,243,298,22,68,32,61,2,30,1077,2361,28
Batch-946,35,170,194,721,82,466,292,47,15,13,27,335,172,29,81,143,156,660,121,771,256,294,24,61,32,17,2,30,1097,2372,28
Batch-947,22,170,185,721,85,460,249,7,16,49,33,341,156,27,79,152,144,645,162,778,245,314,23,66,28,32,2,30,1140,4608,30
Batch-948,35,170,127,720,110,467,254,6,14,23,36,344,175,27,80,157,183,646,148,788,243,318,18,69,29,25,2,31,1135,2197,28
Batch-949,22,170,169,719,120,465,271,51,15,22,31,345,172,25,80,128,184,646,158,835,248,295,19,61,33,23,2,31,1110,2884,29
Batch-950,33,170,141,719,103,460,274,37,15,37,33,345,168,28,81,144,205,637,154,807,253,323,16,63,27,46,2,29,1148,5141,31
Batch-951,37,170,163,719,112,466,297,40,15,60,29,342,168,26,80,162,123,646,180,849,258,296,17,70,30,5,2,30,1148,2610,30
Batch-952,30,170,103,721,84,463,249,98,14,27,37,339,161,26,79,120,113,637,145,830,259,326,22,70,28,27,2,29,1085,1148,27
Batch-953,15,170,182,720,82,461,268,75,16,4,28,341,164,26,79,127,131,642,158,832,252,321,26,70,31,10,2,30,1103,4041,30
Batch-954,23,170,153,719,115,465,266,84,15,55,38,345,156,29,79,126,166,645,141,822,262,315,22,67,32,4,2,29,1120,5718,32
Batch-955,35,170,110,720,120,460,250,93,16,58,35,336,172,28,81,120,103,656,125,813,261,318,22,62,29,43,2,30,1102,3341,29
Batch-956,19,170,193,720,87,464,235,53,14,48,34,335,162,25,80,140,212,635,139,799,247,317,26,68,29,20,2,29,1099,4628,30
Batch-957,27,170,134,720,134,467,280,38,16,27,32,344,167,27,80,133,120,648,160,844,261,293,22,69,27,2,2,28,1115,5696,32
Batch-958,24,170,175,720,122,467,267,113,14,13,32,344,162,25,79,139,202,656,133,763,246,303,23,61,28,60,2,29,1074,4424,29
Batch-959,29,170,171,719,101,465,290,23,14,21,27,345,169,29,79,129,118,662,141,855,262,331,26,66,31,26,2,29,1141,3422,30
Batch-960,20,170,115,719,80,468,269,45,14,35,41,337,156,25,80,125,181,662,123,833,244,311,21,67,33,54,2,29,1081,4152,29
Batch-961,22,170,196,720,90,465,282,47,14,59,34,335,153,28,81,146,139,658,130,760,254,299,23,68,27,3,2,31,1127,1734,27
Batch-962,34,170,161,719,99,467,264,112,15,44,36,345,178,29,79,133,209,649,141,792,252,319,22,63,29,15,2,28,1136,1183,27
Batch-963,31,170,177,721,94,467,290,66,14,12,35,339,156,25,79,160,117,646,157,765,251,316,16,64,27,20,2,30,1148,2018,28
Batch-964,36,170,107,720,118,470,255,87,15,18,35,343,179,29,80,161,178,656,172,838,244,316,17,70,27,28,2,31,1148,2739,30
Batch-965,38,170,152,721,83,460,286,11,16,39,41,341,158,28,80,124,154,657,169,831,258,293,19,70,30,19,2,28,1127,1042,28
Batch-966,18,170,175,720,119,463,291,65,15,20,33,341,158,27,79,155,131,650,133,768,245,317,24,70,27,38,2,31,1132,1998,28
Batch-967,22,170,169,720,92,460,292,38,15,51,37,340,175,26,81,120,101,664,161,837,257,305,22,67,32,43,2,28,1148,713,28
Batch-968,31,170,183,719,83,464,276,83,15,9,39,335,174,27,80,139,126,654,135,851,257,306,18,69,31,10,2,29,1099,2445,29
Batch-969,20,170,175,720,113,462,249,4,15,35,38,344,171,26,79,147,220,645,135,763,243,333,24,60,32,60,2,28,1130,2622,28
Batch-970,30,170,116,719,120,467,259,21,15,30,30,341,163,25,81,163,221,664,162,843,250,309,22,62,31,8,2,30,1147,4765,31
Batch-971,20,170,140,720,90,470,260,8,16,28,31,341,174,25,81,137,133,652,173,805,256,315,16,62,33,53,2,28,1148,1357,28
Batch-972,39,170,181,720,89,469,288,24,16,42,33,338,157,29,80,157,158,654,160,849,246,293,25,64,29,59,2,31,1148,3471,30
Batch-973,28,170,177,719,119,463,256,69,15,31,38,342,169,28,81,156,125,644,151,798,248,299,26,66,29,38,2,28,1119,1247,27
Batch-974,21,170,133,720,80,466,260,81,16,58,29,341,166,27,80,162,183,643,152,813,262,319,24,70,28,12,2,30,1148,1764,28
Batch-975,34,170,123,721,86,461,271,84,16,36,28,343,153,29,80,164,191,647,146,783,260,309,17,60,30,20,2,31,1140,1415,27
Batch-976,18,170,127,721,106,467,269,43,15,27,36,336,176,26,79,132,182,649,164,832,249,326,19,68,27,60,2,30,1148,3855,31
Batch-977,29,170,194,720,112,468,267,70,14,61,35,341,160,29,80,133,217,653,159,830,263,324,22,68,32,57,2,28,1148,3688,30
Batch-978,32,170,109,721,98,468,268,14,15,7,30,335,163,26,80,163,165,638,149,828,249,295,24,70,32,22,2,28,1105,3710,30
Batch-979,19,170,138,721,121,470,265,118,14,52,41,343,164,27,81,153,137,662,143,791,251,322,21,62,28,4,2,30,1148,3842,30
Batch-980,28,170,103,720,105,465,267,74,14,15,31,338,175,29,81,145,197,642,161,779,259,304,24,64,33,3,2,28,1128,3341,30
Batch-981,34,170,105,719,133,465,290,76,15,10,32,337,166,29,79,156,182,650,127,790,249,306,22,69,31,4,2,29,1115,5202,31
Batch-982,23,170,183,721,131,466,284,95,16,42,33,340,159,29,80,127,208,639,132,756,254,337,25,67,31,47,2,29,1141,3968,30
Batch-983,19,170,162,720,131,466,268,119,14,59,30,336,173,28,79,135,204,655,122,816,246,309,22,60,28,26,2,29,1123,2601,28
Batch-984,28,170,127,719,82,468,276,51,15,14,34,338,156,29,79,135,103,653,144,795,251,330,19,63,27,42,2,31,1113,3598,29
Batch-985,37,170,195,719,121,464,270,58,15,6,34,341,168,29,79,138,184,641,148,796,253,319,24,65,28,34,2,31,1108,4715,31
Batch-986,15,170,172,720,100,465,269,12,14,57,39,339,173,28,81,151,117,660,124,829,257,317,18,70,31,30,2,29,1148,4230,30
Batch-987,37,170,139,721,132,468,247,113,16,34,36,341,165,28,79,160,186,635,150,757,250,315,19,67,31,18,2,28,1130,5545,31
Batch-988,38,170,166,721,102,462,250,20,16,48,27,344,163,25,80,155,114,661,180,837,262,293,17,65,29,11,2,30,1148,5879,33
Batch-989,17,170,122,721,126,468,238,53,16,11,27,340,162,29,79,120,155,646,173,837,259,299,20,70,29,47,2,29,1061,1842,28
Batch-990,31,170,170,719,122,462,262,23,16,10,34,340,173,27,81,141,103,637,145,791,248,322,24,69,28,35,2,29,1110,2202,28
Batch-991,27,170,130,721,110,464,285,118,14,51,37,344,153,26,79,152,192,655,170,772,250,312,16,61,27,54,2,31,1148,2972,29
Batch-992,21,170,171,721,133,462,240,55,14,13,26,345,177,29,80,149,204,652,162,830,260,332,22,66,29,61,2,30,1132,3364,30
Batch-993,20,170,132,720,78,470,239,100,14,53,26,341,171,27,79,146,183,653,128,846,245,328,23,61,27,50,2,28,1120,5967,31
Batch-994,18,170,144,720,119,466,277,53,14,12,27,336,181,26,80,128,182,635,144,818,259,336,24,66,28,48,2,31,1137,1780,29
Batch-995,23,170,117,719,79,464,243,112,16,18,30,345,163,27,80,120,140,664,126,762,246,330,22,65,27,29,2,28,1055,5945,30
Batch-996,36,170,168,720,93,467,274,90,14,29,38,342,159,27,79,157,125,637,134,798,248,305,23,63,29,24,2,28,1115,3382,29
Batch-997,27,170,176,721,78,464,241,82,14,25,36,335,175,26,79,126,132,644,157,806,259,301,19,61,32,32,2,30,1087,3010,29
Batch-998,26,170,130,720,121,461,243,101,16,26,41,339,163,25,81,164,158,653,121,768,245,328,23,68,30,29,2,28,1103,2288,27
Batch-999,24,170,181,719,98,465,238,65,14,47,31,339,177,27,79,137,164,655,136,797,246,300,18,69,29,26,2,30,1094,3766,29
Batch-1000,36,170,172,721,121,468,246,69,16,4,38,342,158,25,80,128,149,635,177,791,265,327,21,65,28,32,2,31,1099,5117,33
Batch-1001,33,170,123,720,99,463,286,123,15,57,30,340,172,28,80,152,192,662,154,788,255,330,26,69,32,53,2,31,1148,5312,34
Batch-1002,35,170,198,719,118,469,289,116,14,23,28,342,160,25,80,120,112,652,153,845,249,299,19,64,27,23,2,29,1100,1383,28
Batch-1003,38,170,157,721,77,462,259,122,14,11,31,338,159,29,79,136,171,660,123,836,261,295,18,66,33,58,2,30,1046,2641,28
Batch-1004,28,170,139,720,106,467,268,25,14,30,31,340,164,26,79,123,139,645,132,795,263,317,20,61,28,41,2,30,1092,3497,29
Batch-1005,35,170,116,721,118,470,260,94,14,16,29,345,153,26,79,164,135,663,137,795,249,302,26,66,31,59,2,29,1092,856,25
Batch-1006,17,170,136,719,97,469,292,36,15,46,27,345,154,25,79,163,142,662,167,842,260,326,24,63,32,61,2,28,1148,4041,33
Batch-1007,21,170,169,720,131,460,250,90,16,11,37,341,172,29,80,135,135,647,135,763,244,326,26,64,27,44,2,28,1084,732,25
Batch-1008,28,170,195,719,79,470,259,80,15,17,41,344,153,26,81,141,170,656,140,806,252,337,22,65,32,64,2,31,1110,2072,28
Batch-1009,16,170,117,721,82,466,239,27,15,39,37,339,160,26,79,157,161,643,138,779,249,328,15,66,33,2,2,28,1122,2241,28
Batch-1010,36,170,143,720,78,468,245,20,14,46,36,341,157,27,79,147,130,653,151,846,250,316,20,70,30,62,2,30,1122,5922,36
Batch-1011,32,170,163,721,89,470,263,63,16,29,26,337,166,27,79,151,156,657,147,805,245,333,18,69,32,18,2,31,1148,1360,27
Batch-1012,38,170,197,720,82,464,277,40,15,20,32,345,169,25,79,133,145,645,180,845,247,314,16,68,29,49,2,31,1148,1906,29
Batch-1013,37,170,141,720,87,464,276,85,16,40,38,338,169,26,81,128,132,645,132,760,264,325,24,67,28,44,2,30,1128,4888,36
Batch-1014,26,170,157,720,95,462,266,13,15,14,36,336,164,25,81,140,122,663,157,787,259,334,24,69,31,41,2,29,1135,5072,36
Batch-1015,25,170,113,719,129,467,279,108,15,19,28,340,179,26,79,124,193,647,130,850,264,310,25,67,28,24,2,28,1097,1455,28
Batch-1016,20,170,109,720,110,466,244,17,16,15,30,345,155,29,79,136,218,661,139,793,253,330,21,62,32,64,2,29,1080,2015,27
Batch-1017,38,170,163,721,133,470,285,108,14,40,34,336,156,29,80,132,138,653,142,789,257,295,23,69,27,48,2,31,1108,1014,27
Batch-1018,25,170,149,720,136,462,247,33,15,47,36,336,168,26,80,155,156,643,166,809,244,315,17,68,28,55,2,30,1148,1978,28
Batch-1019,18,170,137,720,132,462,289,26,14,15,38,340,161,26,79,137,124,643,144,794,260,297,16,68,29,12,2,29,1101,3471,30
Batch-1020,22,170,183,721,83,464,256,27,15,18,29,340,160,27,79,125,149,638,181,855,248,314,15,70,33,40,2,29,1116,2963,30
Batch-1021,22,170,128,720,135,466,291,119,14,42,36,343,169,28,80,135,140,659,173,843,255,304,23,70,30,29,2,29,1148,2324,30
Batch-1022,21,170,149,719,120,470,244,77,14,29,36,340,154,27,80,152,183,639,147,843,261,320,20,66,29,30,2,28,1103,2941,29
Batch-1023,18,170,162,719,100,466,280,108,15,23,32,337,171,29,81,163,163,648,144,858,256,330,19,70,29,42,2,30,1148,4376,33
Batch-1024,26,170,164,720,126,462,283,102,15,44,32,337,154,27,80,133,219,664,121,771,252,307,23,60,32,11,2,31,1105,5234,30
Batch-1025,15,170,133,721,123,468,239,120,14,40,32,341,157,27,81,161,193,638,142,816,245,294,25,63,31,6,2,30,1094,840,25
Batch-1026,23,170,132,719,105,460,277,74,15,10,32,339,181,25,81,126,218,646,150,831,244,314,18,60,29,55,2,29,1116,4858,31
Batch-1027,39,170,184,720,90,464,251,42,15,49,32,342,180,26,79,147,190,654,143,802,257,311,23,60,32,49,2,29,1142,4288,30
Batch-1028,35,170,131,719,87,465,248,116,16,43,35,335,167,26,81,133,196,643,146,780,251,321,22,64,27,54,2,29,1114,2294,28
Batch-1029,22,170,187,721,96,467,245,118,14,30,36,345,170,25,79,146,134,639,161,791,261,319,22,62,31,51,2,29,1131,5716,32
Batch-1030,17,170,131,721,136,463,268,17,16,52,39,343,158,28,79,161,210,648,143,799,263,294,15,67,32,31,2,30,1138,3115,29
Batch-1031,15,170,198,721,97,461,289,32,16,59,29,335,165,25,79,121,161,641,135,768,243,330,20,69,31,37,2,30,1148,3917,30
Batch-1032,25,170,193,720,135,462,246,14,15,24,40,337,155,25,81,140,122,659,150,782,258,319,15,64,29,27,2,31,1094,5949,31
Batch-1033,15,170,104,720,126,469,257,76,16,51,28,339,175,25,80,160,107,640,163,857,243,319,18,61,27,26,2,30,1148,3566,30
Batch-1034,17,170,128,719,90,460,262,77,16,56,26,345,181,26,81,152,156,663,160,763,262,329,15,69,28,43,2,30,1148,2517,29
Batch-1035,27,170,158,720,97,468,272,49,15,28,32,345,174,28,80,124,137,640,180,767,259,293,18,70,31,25,2,28,1130,3811,34
Batch-1036,27,170,186,721,115,468,249,88,15,26,29,335,169,26,81,129,190,656,162,791,254,328,25,65,31,22,2,31,1125,2716,29
Batch-1037,21,170,127,721,93,461,293,21,16,35,35,344,181,26,79,160,112,655,169,778,263,294,17,66,32,17,2,31,1148,3301,34
Batch-1038,25,170,162,720,91,468,242,35,16,33,26,342,178,28,79,138,116,657,127,780,247,305,26,62,27,33,2,31,1081,2462,28
Batch-1039,17,170,153,721,100,467,248,54,15,4,33,342,169,28,79,158,153,641,135,806,248,323,22,65,27,54,2,29,1093,4601,30
Batch-1040,16,170,180,719,125,470,266,40,14,53,38,342,155,28,81,141,222,658,135,829,258,333,26,66,31,31,2,30,1144,5553,31
Batch-1041,28,170,137,719,132,460,276,17,15,20,29,342,153,27,81,151,176,645,140,775,254,301,22,62,31,57,2,28,1100,2248,28
Batch-1042,33,170,197,721,120,468,268,118,14,54,37,343,171,28,80,147,176,656,162,848,258,332,22,60,31,51,2,28,1148,2707,30
Batch-1043,23,170,126,719,105,466,261,82,15,59,31,340,166,26,80,139,214,655,152,851,259,334,25,61,28,60,2,31,1148,3016,30
Batch-1044,34,170,188,719,121,465,283,70,15,18,26,335,170,25,81,148,130,636,141,775,261,300,18,60,28,13,2,31,1119,3670,30
Batch-1045,18,170,180,721,90,461,253,105,14,58,34,343,174,25,81,136,154,635,141,824,255,307,18,60,30,61,2,29,1128,3651,30
Batch-1046,22,170,167,720,87,461,262,21,15,60,39,339,164,29,80,162,123,650,136,833,247,297,26,69,33,29,2,29,1143,2696,28
Batch-1047,28,170,111,721,80,463,242,54,14,38,27,340,161,29,81,141,214,636,181,763,244,327,23,67,27,9,2,31,1148,2135,28
Batch-1048,33,170,138,721,94,464,248,86,15,48,26,343,167,27,81,125,148,639,164,777,253,321,19,66,28,9,2,29,1130,1162,27
Batch-1049,17,170,191,719,80,461,276,50,16,12,37,342,168,28,79,150,194,654,162,777,260,300,22,64,28,48,2,31,1127,5198,34
